"","group_id","user_id","time","type","module","correct","content"
"217",2,"2074",1473264618,"chat",NA,NA,"yep, same"
"218",2,"5615",1473264619,"problem","092HD_COL_H1",1,"choice_1, choice_3"
"219",2,"5615",1473264620,"problem","092HD_COL_H2",0,"87.5"
"220",2,"5615",1473264622,"problem","092HD_COL_S",0,"6.5"
"221",2,"2074",1473264630,"problem","092HD_COL_H2",0,"87.5"
"222",2,"2074",1473264635,"problem","092HD_COL_S",0,"6.5"
"223",2,"5615",1473264669,"chat",NA,NA,"i thinks its 55"
"224",2,"2074",1473264682,"chat",NA,NA,"yeah, that's what i'm getting"
"225",2,"5615",1473264686,"problem","075HD_COL_S",0,"55"
"226",2,"2074",1473264698,"problem","075HD_COL_S",0,"55"
"227",2,"5615",1473264750,"chat",NA,NA,"85.9?"
"228",2,"2074",1473264769,"chat",NA,NA,"yes"
"229",2,"5615",1473264771,"problem","091HA_COL_S",1,"85.9"
"230",2,"2074",1473264777,"problem","091HA_COL_S",1,"85.9"
"231",2,"5615",1473264857,"chat",NA,NA,"im thinking its 75"
"232",2,"2074",1473264868,"chat",NA,NA,"I believe so"
"233",2,"5615",1473264873,"problem","096HD_COL_J2",0,"75"
"234",2,"2074",1473264875,"problem","096HD_COL_J1",0,"75"
"235",3,"5787",1471375553,"chat",NA,NA,"hi"
"236",3,"7349",1471375567,"chat",NA,NA,"hello"
"237",3,"5787",1471375586,"chat",NA,NA,"r u ready"
"238",3,"7349",1471375593,"chat",NA,NA,"yep"
"239",3,"5787",1471375612,"chat",NA,NA,"ok moving to first ?"
"240",3,"7349",1471375626,"chat",NA,NA,"yeah"
"241",3,"7349",1471375635,"chat",NA,NA,"I did it a second ago and it got rid of the chat, but it works now it seems"
"242",3,"7349",1471375673,"chat",NA,NA,"50% is my answer"
"243",3,"7349",1471375675,"chat",NA,NA,"or 1/2"
"244",3,"5787",1471375678,"chat",NA,NA,"so what is the probability of drawing an even chip #"
"245",3,"5787",1471375691,"chat",NA,NA,"I think its a bit less"
"246",3,"5787",1471375701,"chat",NA,NA,"there are only 2 even and 3 odds"
"247",3,"5787",1471375714,"chat",NA,NA,"40%?"
"248",3,"7349",1471375720,"chat",NA,NA,"oh what the.. I see 2 even 2 odd"
"249",3,"7349",1471375732,"chat",NA,NA,"uhh.. lol"
"250",3,"7349",1471375738,"chat",NA,NA,"I see 1, 2, 6, 7"
"251",3,"5787",1471375743,"chat",NA,NA,"i see 5 chips"
"252",3,"7349",1471375755,"chat",NA,NA,"hmm.."
"253",3,"5787",1471375759,"chat",NA,NA,"i think we have 2 add our#"
"254",3,"7349",1471375765,"chat",NA,NA,"Not sure what to do here"
"255",3,"5787",1471375784,"chat",NA,NA,"so 6 out of 8"
"256",3,"5787",1471375793,"chat",NA,NA,"75%?"
"257",3,"5787",1471375815,"chat",NA,NA,"60%"
"258",3,"7349",1471375820,"chat",NA,NA,"wouldn't it be 4/9?"
"259",3,"7349",1471375843,"chat",NA,NA,"you see 2 even 3 odd, i see 2 even 2 odd"
"260",3,"5787",1471375848,"chat",NA,NA,"no cause I have 3 even and u have 2 = 6"
"261",3,"5787",1471375877,"chat",NA,NA,"I have 5 chips and you have 4 ..oh yeah 9"
"262",3,"7349",1471375878,"chat",NA,NA,"3 + 2 = 5"
"263",3,"5787",1471375886,"chat",NA,NA,"so 6/9"
"264",3,"7349",1471375893,"chat",NA,NA,"..."
"265",3,"5787",1471375895,"chat",NA,NA,"60%"
"266",3,"7349",1471375901,"chat",NA,NA,"are you saying 3 + 2 = 6?"
"267",3,"7349",1471375923,"chat",NA,NA,"and at first you said there were 2 even"
"268",3,"5787",1471375928,"chat",NA,NA,"nop..Im not"
"269",3,"5787",1471375935,"chat",NA,NA,"5 out of 9"
"270",3,"5787",1471375942,"chat",NA,NA,"more then half"
"271",3,"5787",1471375947,"chat",NA,NA,"60%"
"272",3,"7349",1471375969,"chat",NA,NA,"just write 5/9"
"273",3,"7349",1471375977,"chat",NA,NA,"it's actually 55.555555%"
"274",3,"7349",1471375987,"chat",NA,NA,"we should probably just put 5/9"
"275",3,"5787",1471375998,"problem","023ED_COL_J2",1,"5/9"
"276",3,"5787",1471376008,"chat",NA,NA,"cool submitted"
"277",3,"5787",1471376011,"chat",NA,NA,"next"
"278",3,"7349",1471376012,"problem","023ED_COL_J1",1,"5/9"
"279",3,"7349",1471376018,"chat",NA,NA,"k"
"280",3,"5787",1471376083,"chat",NA,NA,"4.5"
"281",3,"5787",1471376085,"chat",NA,NA,"?"
"282",3,"5787",1471376152,"chat",NA,NA,"hello"
"283",3,"7349",1471376161,"chat",NA,NA,"well the answer is 7.8...  not sure if we round that up or what"
"284",3,"7349",1471376172,"chat",NA,NA,"err wait"
"285",3,"7349",1471376183,"chat",NA,NA,"5.2"
"286",3,"7349",1471376196,"chat",NA,NA,"5.2 would not keep, but do we put 5.2 or just 5"
"287",3,"5787",1471376209,"chat",NA,NA,"i think 5.2"
"288",3,"5787",1471376216,"chat",NA,NA,"didnt say round"
"289",3,"7349",1471376229,"chat",NA,NA,"but it says \how many riders\"""""
"290",3,"7349",1471376243,"chat",NA,NA,"I guess just put 5.2"
"291",3,"5787",1471376244,"chat",NA,NA,"TRUE"
"292",3,"7349",1471376253,"chat",NA,NA,"as long as we have the same answer it should be fine"
"293",3,"5787",1471376262,"chat",NA,NA,"ok then 5"
"294",3,"5787",1471376271,"chat",NA,NA,"round it"
"295",3,"7349",1471376279,"chat",NA,NA,"ok 5 it is"
"296",3,"5787",1471376283,"chat",NA,NA,"cool"
"297",3,"7349",1471376285,"problem","028ED_COL_S",1,"5"
"298",3,"5787",1471376286,"chat",NA,NA,"submitting"
"299",3,"5787",1471376291,"problem","028ED_COL_S",1,"5"
"300",3,"5787",1471376318,"chat",NA,NA,"4.5"
"301",3,"5787",1471376331,"chat",NA,NA,"whats legend"
"302",3,"7349",1471376353,"chat",NA,NA,"its 14"
"303",3,"5787",1471376354,"chat",NA,NA,"13"
"304",3,"7349",1471376361,"chat",NA,NA,"one snowman is 4"
"305",3,"7349",1471376369,"chat",NA,NA,"4x3=12"
"306",3,"5787",1471376373,"chat",NA,NA,"3x4=12"
"307",3,"7349",1471376373,"chat",NA,NA,"half a snowman is 2"
"308",3,"5787",1471376394,"chat",NA,NA,"oh yeah"
"309",3,"5787",1471376400,"chat",NA,NA,"counted it as 1"
"310",3,"5787",1471376405,"chat",NA,NA,"14"
"311",3,"7349",1471376411,"chat",NA,NA,"k"
"312",3,"5787",1471376419,"chat",NA,NA,"submitting"
"313",3,"7349",1471376420,"problem","032EN_COL_S",1,"14"
"314",3,"5787",1471376423,"problem","032EN_COL_S",1,"14"
"315",3,"7349",1471376431,"chat",NA,NA,"yep onto the next one"
"316",3,"7349",1471376462,"chat",NA,NA,"this one doesn't make sense..."
"317",3,"5787",1471376466,"chat",NA,NA,"well how many batteries are in a full shipment"
"318",3,"7349",1471376468,"chat",NA,NA,"we don't know the sample size"
"319",3,"7349",1471376478,"chat",NA,NA,"300 is the full shipment"
"320",3,"5787",1471376479,"chat",NA,NA,"yeah exactly"
"321",3,"5787",1471376501,"chat",NA,NA,"15"
"322",3,"5787",1471376503,"chat",NA,NA,"/"
"323",3,"5787",1471376506,"chat",NA,NA,"?"
"324",3,"5787",1471376514,"chat",NA,NA,"no"
"325",3,"7349",1471376524,"chat",NA,NA,"there really isn't an answer to logically come to"
"326",3,"7349",1471376544,"chat",NA,NA,"without sample size, we have no idea"
"327",3,"5787",1471376556,"chat",NA,NA,"maybe trick ?"
"328",3,"5787",1471376561,"chat",NA,NA,"maybe the answer is 2"
"329",3,"7349",1471376564,"chat",NA,NA,"seems like it"
"330",3,"7349",1471376568,"chat",NA,NA,"yeah I think we should just put 2"
"331",3,"5787",1471376574,"chat",NA,NA,"cool"
"332",3,"5787",1471376579,"problem","045MD_COL_J2",0,"2"
"333",3,"7349",1471376580,"problem","045MD_COL_J1",0,"2"
"334",3,"5787",1471376587,"chat",NA,NA,"submitting"
"335",3,"7349",1471376593,"chat",NA,NA,"yea"
"336",3,"7349",1471376609,"chat",NA,NA,"40?"
"337",3,"5787",1471376624,"chat",NA,NA,"really"
"338",3,"7349",1471376645,"chat",NA,NA,"?"
"339",3,"5787",1471376672,"chat",NA,NA,"I got something different "
"340",3,"5787",1471376691,"chat",NA,NA,"but Im horrible at fractions so I trust u"
"341",3,"7349",1471376695,"chat",NA,NA,"I see 2/25 = n/500"
"342",3,"5787",1471376713,"chat",NA,NA,"40?"
"343",3,"7349",1471376714,"chat",NA,NA,"500/25 = 20"
"344",3,"7349",1471376720,"chat",NA,NA,"so 2 x 20 = 40"
"345",3,"7349",1471376723,"chat",NA,NA,"yea 40"
"346",3,"5787",1471376728,"chat",NA,NA,"ok"
"347",3,"5787",1471376731,"problem","034EN_COL_S",1,"40"
"348",3,"7349",1471376733,"problem","034EN_COL_S",1,"40"
"349",3,"5787",1471376745,"chat",NA,NA,"submitting "
"350",3,"7349",1471376822,"chat",NA,NA,"so looks like for this one I'm doing PQ  and you're doing MN?"
"351",3,"5787",1471376833,"chat",NA,NA,"yeah"
"352",3,"7349",1471376845,"chat",NA,NA,"and NP is 12"
"353",3,"5787",1471376856,"chat",NA,NA,"yeah"
"354",3,"5787",1471376868,"chat",NA,NA,"midpoint is 30"
"355",3,"5787",1471376941,"chat",NA,NA,"42"
"356",3,"5787",1471376948,"chat",NA,NA,"?"
"357",3,"7349",1471376953,"chat",NA,NA,"I have no idea on this one"
"358",3,"5787",1471376961,"chat",NA,NA,"lol"
"359",3,"5787",1471376966,"chat",NA,NA,"yeah Im lost"
"360",3,"7349",1471376974,"chat",NA,NA,"are you solving for PQ or MN?"
"361",3,"5787",1471376975,"chat",NA,NA,"they said mid point is 30"
"362",3,"7349",1471376998,"chat",NA,NA,"midpoint of MN to midpoint of PQ is 30"
"363",3,"5787",1471377016,"chat",NA,NA,"I measure the 12 and it hit about midpoint of mn so I just added that to the 30 but I am so not sure"
"364",3,"5787",1471377050,"chat",NA,NA,"yeah but MN and PQ aren't the same distance PQ is a bit less"
"365",3,"7349",1471377096,"chat",NA,NA,"it has to be less than 30"
"366",3,"7349",1471377104,"chat",NA,NA,"if it's only PQ"
"367",3,"5787",1471377122,"chat",NA,NA,"but midpoint is 30"
"368",3,"5787",1471377131,"chat",NA,NA,"or is it 30 for the total"
"369",3,"7349",1471377147,"chat",NA,NA,"midpoint of MN to mid of PQ is 30"
"370",3,"5787",1471377153,"chat",NA,NA,"I thought it was 30 for each of our sections"
"371",3,"7349",1471377174,"chat",NA,NA,"that's what it says for me at least"
"372",3,"5787",1471377182,"chat",NA,NA,"then whats the 12 for"
"373",3,"7349",1471377192,"chat",NA,NA,"NP is 12"
"374",3,"5787",1471377208,"chat",NA,NA,"so whats ur answer"
"375",3,"7349",1471377225,"chat",NA,NA,"whatever this is taking too long lol, I think it's around 18"
"376",3,"5787",1471377226,"chat",NA,NA,"it does it suppose to match ..we have different segments"
"377",3,"7349",1471377244,"chat",NA,NA,"I really dont know the answer but we should just move on"
"378",3,"7349",1471377246,"chat",NA,NA,"18?"
"379",3,"5787",1471377248,"chat",NA,NA,"cool 18"
"380",3,"7349",1471377255,"problem","054MG_COL_M1",1,"18"
"381",3,"5787",1471377256,"chat",NA,NA,"yeah"
"382",3,"5787",1471377263,"problem","054MG_COL_M2",1,"18"
"383",3,"5787",1471377269,"chat",NA,NA,"submit"
"384",3,"5787",1471377356,"chat",NA,NA,"idk"
"385",3,"7349",1471377387,"chat",NA,NA,"19"
"386",3,"7349",1471377433,"chat",NA,NA,"I'm pretty sure it's 19 and we should really hurry this up, this is taking way longer than it should"
"387",3,"7349",1471377437,"chat",NA,NA,"starting to not be worth my time"
"388",3,"5787",1471377449,"chat",NA,NA,"yeah agreed"
"389",3,"5787",1471377455,"problem","036MA_COL_S",1,"19"
"390",3,"7349",1471377455,"chat",NA,NA,"actually it's way past that point but I'm in too deep lol"
"391",3,"7349",1471377460,"problem","036MA_COL_S",1,"19"
"392",3,"5787",1471377466,"chat",NA,NA,"lol"
"393",3,"5787",1471377481,"chat",NA,NA,"yeah..spent way too much..minds as well finish"
"394",3,"5787",1471377488,"chat",NA,NA,"submit 19"
"395",3,"7349",1471377492,"chat",NA,NA,"yea"
"396",3,"5787",1471377550,"chat",NA,NA,"4"
"397",3,"7349",1471377558,"chat",NA,NA,"sure"
"398",3,"7349",1471377565,"chat",NA,NA,"submitting 4"
"399",3,"7349",1471377567,"problem","038MN_COL_S",1,"4"
"400",3,"5787",1471377568,"chat",NA,NA,"cool..next"
"401",3,"5787",1471377574,"problem","038MN_COL_S",1,"4"
"402",3,"7349",1471377596,"chat",NA,NA,"range is just the highest number minus the lowest numbe right?"
"403",3,"5787",1471377610,"chat",NA,NA,"meaning average?"
"404",3,"7349",1471377617,"chat",NA,NA,"no"
