"","group_id","word","n","total","tf","idf","tf_idf"
"59",32,"is",38,1095,0.034703196347032,0.0370412716803491,0.00128545052406691
"60",80,"a",38,2314,0.0164217804667243,0.0183491386681966,0.000301325526962607
"61",64,"the",37,686,0.053935860058309,0.0560894666510436,0.00302523362403588
"62",85,"the",37,710,0.052112676056338,0.0560894666510436,0.00292297220575861
"63",143,"i",37,838,0.0441527446300716,0.00913248356327247,0.000403224214607496
"64",161,"i",37,1134,0.0326278659611993,0.00913248356327247,0.00029797344959531
"65",166,"the",37,699,0.0529327610872675,0.0560894666510436,0.00296897033775195
"66",8,"the",36,869,0.0414269275028769,0.0560894666510436,0.00232361426862781
"67",47,"the",36,959,0.0375391032325339,0.0560894666510436,0.00210554827887129
"68",61,"i",36,862,0.0417633410672854,0.00913248356327247,0.000381403025844326
"69",122,"the",36,594,0.0606060606060606,0.0560894666510436,0.00339936161521476
"70",16,"i",35,964,0.0363070539419087,0.00913248356327247,0.000331573573355328
"71",73,"ok",35,675,0.0518518518518519,0.125769387289033,0.00652137563720914
"72",150,"i",35,938,0.0373134328358209,0.00913248356327247,0.000340764312062406
"73",186,"i",35,768,0.0455729166666667,0.00913248356327247,0.000416193912388719
"74",12,"the",34,619,0.0549273021001615,0.0560894666510436,0.00308084307937881
"75",26,"i",34,663,0.0512820512820513,0.00913248356327247,0.000468332490424229
"76",43,"the",34,891,0.0381593714927048,0.0560894666510436,0.00214033879476485
"77",47,"i",34,959,0.0354535974973931,0.00913248356327247,0.000323779396403821
"78",62,"i",34,614,0.0553745928338762,0.00913248356327247,0.00050570755887828
"79",80,"yeah",34,2314,0.0146931719965428,0.49578774640145,0.00728469463165484
"80",124,"we",34,1648,0.020631067961165,0.125769387289033,0.00259475677659414
"81",172,"a",34,1676,0.0202863961813842,0.0183491386681966,0.000372237896610194
"82",38,"is",33,744,0.0443548387096774,0.0370412716803491,0.00164295963098323
"83",80,"and",33,2314,0.0142610198789974,0.0657513775627804,0.000937681702494276
"84",80,"it",33,2314,0.0142610198789974,0.0755075525081451,0.0010768147073331
"85",111,"i",33,883,0.0373725934314836,0.00913248356327247,0.000341304595229889
"86",124,"and",33,1648,0.0200242718446602,0.0657513775627804,0.00131662345847801
"87",124,"of",33,1648,0.0200242718446602,0.0755075525081451,0.00151198375774805
"88",144,"is",33,1102,0.02994555353902,0.0370412716803491,0.00110922138425728
"89",171,"is",33,1073,0.0307548928238583,0.0370412716803491,0.00113920034058856
"90",185,"to",33,1386,0.0238095238095238,0.0370412716803491,0.000881935040008311
"91",10,"the",32,1407,0.0227434257285004,0.0560894666510436,0.00127566661892921
"92",66,"is",32,1280,0.025,0.0370412716803491,0.000926031792008727
"93",72,"i",32,696,0.0459770114942529,0.00913248356327247,0.000419884301759654
"94",124,"is",32,1648,0.0194174757281553,0.0370412716803491,0.000719247993793186
"95",172,"answer",32,1676,0.0190930787589499,0.189620859275566,0.00362044600048814
"96",180,"for",32,725,0.0441379310344828,0.0560894666510436,0.00247567301080468
"97",180,"ok",32,725,0.0441379310344828,0.125769387289033,0.00555120054241251
"98",3,"is",31,1179,0.0262934690415606,0.0370412716803491,0.000973943530187295
"99",26,"the",31,663,0.0467571644042232,0.0560894666510436,0.00262258441354804
"100",56,"you",31,1303,0.0237912509593246,0.0276515313305099,0.00065786452129379
"101",172,"next",31,1676,0.0184964200477327,0.189620859275566,0.00350730706297288
"102",172,"to",31,1676,0.0184964200477327,0.0370412716803491,0.000685130920101922
"103",180,"is",31,725,0.0427586206896552,0.0370412716803491,0.00158383368564251
"104",3,"the",30,1179,0.0254452926208651,0.0560894666510436,0.00142721289188406
"105",20,"is",30,1260,0.0238095238095238,0.0370412716803491,0.000881935040008311
"106",52,"is",30,805,0.0372670807453416,0.0370412716803491,0.0013804200626217
"107",65,"i",30,666,0.045045045045045,0.00913248356327247,0.000411373133480742
"108",80,"of",30,2314,0.0129645635263613,0.0755075525081451,0.000978922461211907
"109",133,"you",30,1203,0.0249376558603491,0.0276515313305099,0.000689564372331919
"110",159,"i",30,779,0.0385109114249037,0.00913248356327247,0.000351700265594575
"111",171,"the",30,1073,0.0279589934762349,0.0560894666510436,0.00156820503218202
"112",178,"the",30,1188,0.0252525252525253,0.0560894666510436,0.00141640067300615
"113",185,"and",30,1386,0.0216450216450216,0.0657513775627804,0.00142318999053637
"114",2,"i",29,454,0.0638766519823789,0.00913248356327247,0.000583352474305951
"115",27,"i",29,627,0.0462519936204147,0.00913248356327247,0.00042239557150702
"116",115,"i",29,547,0.0530164533820841,0.00913248356327247,0.000484171889094884
"117",142,"ok",29,665,0.043609022556391,0.125769387289033,0.00548468004719093
"118",21,"it",28,714,0.0392156862745098,0.0755075525081451,0.00296108049051549
"119",38,"next",28,744,0.0376344086021505,0.189620859275566,0.00713626889746754
"120",38,"ok",28,744,0.0376344086021505,0.125769387289033,0.0047332565108776
"121",57,"i",28,477,0.0587002096436059,0.00913248356327247,0.000536078699730879
"122",68,"i",28,848,0.0330188679245283,0.00913248356327247,0.000301544268598619
"123",87,"i",28,604,0.0463576158940397,0.00913248356327247,0.000423360165184817
"124",106,"i",28,740,0.0378378378378378,0.00913248356327247,0.000345553432123823
"125",112,"the",28,514,0.0544747081712062,0.0560894666510436,0.0030554573272942
"126",143,"the",28,838,0.0334128878281623,0.0560894666510436,0.00187411105755277
"127",150,"to",28,938,0.0298507462686567,0.0370412716803491,0.00110570960239848
"128",159,"the",28,779,0.0359435173299101,0.0560894666510436,0.0020160527165972
"129",164,"is",28,997,0.0280842527582748,0.0370412716803491,0.00104027643635885
"130",187,"it",28,1191,0.0235096557514694,0.0755075525081451,0.00177515656610249
"131",34,"is",27,801,0.0337078651685393,0.0370412716803491,0.00124858219147244
"132",56,"is",27,1303,0.0207214121258634,0.0370412716803491,0.000767547456154586
"133",66,"to",27,1280,0.02109375,0.0370412716803491,0.000781339324507363
"134",80,"okay",27,2314,0.0116681071737252,0.622942921886697,0.00726856477568747
"135",98,"i",27,656,0.0411585365853659,0.00913248356327247,0.000375879658854202
"136",124,"you",27,1648,0.0163834951456311,0.0276515313305099,0.000453028729322675
"137",138,"i",27,552,0.0489130434782609,0.00913248356327247,0.000446697565594849
"138",144,"you",27,1102,0.0245009074410163,0.0276515313305099,0.000677487609731187
"139",164,"of",27,997,0.0270812437311936,0.0755075525081451,0.00204483843301897
"140",172,"that",27,1676,0.016109785202864,0.105360515657826,0.00169733527611057
"141",182,"is",27,930,0.0290322580645161,0.0370412716803491,0.00107539175846175
"142",3,"yeah",26,1179,0.0220525869380831,0.49578774640145,0.0109334023803543
"143",10,"answer",26,1407,0.0184790334044065,0.189620859275566,0.00350401019272546
"144",10,"of",26,1407,0.0184790334044065,0.0755075525081451,0.00139530658508299
"145",32,"answer",26,1095,0.0237442922374429,0.189620859275566,0.00450241309695408
"146",47,"to",26,959,0.02711157455683,0.0370412716803491,0.00100424719884158
"147",54,"the",26,820,0.0317073170731707,0.0560894666510436,0.00177844650356967
"148",118,"ok",26,263,0.0988593155893536,0.125769387289033,0.0124334755494862
"149",161,"that",26,1134,0.0229276895943563,0.105360515657826,0.00241567319850396
"150",164,"the",26,997,0.0260782347041123,0.0560894666510436,0.0014627142757544
"151",166,"i",26,699,0.0371959942775393,0.00913248356327247,0.000339691806359205
"152",182,"a",26,930,0.0279569892473118,0.0183491386681966,0.000512986672444207
"153",8,"is",25,869,0.0287686996547756,0.0370412716803491,0.00106562921980291
"154",10,"it",25,1407,0.0177683013503909,0.0755075525081451,0.00134164094719519
"155",20,"for",25,1260,0.0198412698412698,0.0560894666510436,0.00111288624307626
"156",32,"you",25,1095,0.0228310502283105,0.0276515313305099,0.000631313500696574
"157",34,"the",25,801,0.031210986267166,0.0560894666510436,0.00175060757337839
"158",38,"i",25,744,0.0336021505376344,0.00913248356327247,0.000306871087475554
"159",80,"be",25,2314,0.0108038029386344,0.189620859275566,0.00204862639666774
"160",80,"one",25,2314,0.0108038029386344,0.0953101798043249,0.00102971240065174
"161",82,"the",25,1178,0.0212224108658744,0.0560894666510436,0.0011903537065162
"162",83,"i",25,563,0.044404973357016,0.00913248356327247,0.000405527689310501
"163",83,"the",25,563,0.044404973357016,0.0560894666510436,0.00249065127224883
"164",85,"i",25,710,0.0352112676056338,0.00913248356327247,0.000321566322650439
"165",87,"the",25,604,0.0413907284768212,0.0560894666510436,0.00232158388456306
"166",112,"is",25,514,0.0486381322957198,0.0370412716803491,0.00180161827239052
"167",124,"a",25,1648,0.0151699029126214,0.0183491386681966,0.000278354652126769
"168",124,"so",25,1648,0.0151699029126214,0.0953101798043249,0.00144584617421609
"169",161,"for",25,1134,0.0220458553791887,0.0560894666510436,0.00123654027008473
"170",178,"is",25,1188,0.021043771043771,0.0370412716803491,0.000779488040411386
"171",178,"to",25,1188,0.021043771043771,0.0370412716803491,0.000779488040411386
"172",182,"the",25,930,0.0268817204301075,0.0560894666510436,0.00150778136158719
"173",185,"so",25,1386,0.018037518037518,0.0953101798043249,0.0017191590873796
"174",3,"it",24,1179,0.0203562340966921,0.0755075525081451,0.00153704941492407
"175",10,"to",24,1407,0.0170575692963753,0.0370412716803491,0.000631834058513417
"176",20,"got",24,1260,0.019047619047619,0.22314355131421,0.0042503533583659
"177",20,"to",24,1260,0.019047619047619,0.0370412716803491,0.000705548032006649
"178",21,"ok",24,714,0.0336134453781513,0.125769387289033,0.00422754242988348
"179",65,"is",24,666,0.036036036036036,0.0370412716803491,0.00133482060109366
"180",66,"you",24,1280,0.01875,0.0276515313305099,0.000518466212447062
"181",87,"ok",24,604,0.0397350993377483,0.125769387289033,0.00499745909757749
"182",133,"answer",24,1203,0.0199501246882793,0.189620859275566,0.00378295978604621
"183",138,"the",24,552,0.0434782608695652,0.0560894666510436,0.00243867246308885
"184",144,"it",24,1102,0.0217785843920145,0.0755075525081451,0.00164444760453311
"185",171,"one",24,1073,0.0223671947809879,0.0953101798043249,0.00213182135629431
"186",178,"it",24,1188,0.0202020202020202,0.0755075525081451,0.00152540510117465
"187",185,"it",24,1386,0.0173160173160173,0.0755075525081451,0.00130749008672113
"188",10,"you",23,1407,0.0163468372423596,0.0276515313305099,0.000452015082161854
"189",12,"you",23,619,0.037156704361874,0.0276515313305099,0.00102743977480085
"190",14,"for",23,586,0.0392491467576792,0.0560894666510436,0.00220146370814676
"191",14,"i",23,586,0.0392491467576792,0.00913248356327247,0.000358442187636974
"192",18,"i",23,400,0.0575,0.00913248356327247,0.000525117804888167
"193",20,"one",23,1260,0.0182539682539683,0.0953101798043249,0.00173978899642815
"194",28,"i",23,652,0.0352760736196319,0.00913248356327247,0.000322158162508078
"195",32,"okay",23,1095,0.0210045662100457,0.622942921886697,0.0130846458478484
"196",34,"so",23,801,0.0287141073657928,0.0953101798043249,0.0027367467359544
"197",43,"and",23,891,0.0258136924803591,0.0657513775627804,0.0016972858405656
"198",56,"for",23,1303,0.0176515732924021,0.0560894666510436,0.000990067331522642
"199",56,"it",23,1303,0.0176515732924021,0.0755075525081451,0.00133282709722743
"200",65,"and",23,666,0.0345345345345345,0.0657513775627804,0.00227069321913506
"201",66,"a",23,1280,0.01796875,0.0183491386681966,0.000329711085444158
"202",72,"you",23,696,0.0330459770114943,0.0276515313305099,0.000913771868680645
"203",80,"i'm",23,2314,0.00993949870354365,0.318453731118535,0.00316527044759131
"204",82,"it",23,1178,0.0195246179966044,0.0755075525081451,0.00147425611858008
"205",87,"is",23,604,0.0380794701986755,0.0370412716803491,0.0014105120010729
"206",122,"of",23,594,0.0387205387205387,0.0755075525081451,0.00292369311058474
"207",142,"i",23,665,0.0345864661654135,0.00913248356327247,0.000315860333767319
"208",144,"the",23,1102,0.0208711433756806,0.0560894666510436,0.00117065130033939
"209",147,"the",23,542,0.0424354243542435,0.0560894666510436,0.00238018031914023
"210",184,"to",23,985,0.0233502538071066,0.0370412716803491,0.000864923095074141
"211",8,"i",22,869,0.0253164556962025,0.00913248356327247,0.000231202115525885
"212",10,"we",22,1407,0.015636105188344,0.125769387289033,0.0019665433691249
"213",10,"will",22,1407,0.015636105188344,0.48097266061631,0.00752053911411429
"214",12,"i",22,619,0.0355411954765751,0.00913248356327247,0.000324579383508876
"215",21,"the",22,714,0.030812324929972,0.0560894666510436,0.00172824687160078
"216",38,"one",22,744,0.0295698924731183,0.0953101798043249,0.00281831176840746
"217",52,"a",22,805,0.0273291925465838,0.0183491386681966,0.000501467143727112
"218",61,"2",22,862,0.0255220417633411,0.16788087263916,0.00428466264276279
"219",64,"i",22,686,0.032069970845481,0.00913248356327247,0.000292878481620983
"220",65,"the",22,666,0.033033033033033,0.0560894666510436,0.00185280520468913
"221",66,"it",22,1280,0.0171875,0.0755075525081451,0.00129778605873374
"222",68,"answer",22,848,0.0259433962264151,0.189620859275566,0.00491940908497931
"223",72,"ok",22,696,0.0316091954022989,0.125769387289033,0.00397546913844646
"224",72,"the",22,696,0.0316091954022989,0.0560894666510436,0.00177294291138356
"225",80,"for",22,2314,0.00950734658599827,0.0560894666510436,0.000533261999275263
"226",80,"it's",22,2314,0.00950734658599827,0.48097266061631,0.00457277378286898
"227",82,"ha",22,1178,0.0186757215619694,2.62103882411258,0.0489497912822383
"228",100,"a",22,1071,0.0205415499533147,0.0183491386681966,0.000376919748553058
"229",101,"question",22,224,0.0982142857142857,0.189620859275566,0.0186234772502788
"230",111,"the",22,883,0.0249150622876557,0.0560894666510436,0.00139747255529214
"231",112,"ok",22,514,0.0428015564202335,0.125769387289033,0.00538312552598976
"232",122,"is",22,594,0.037037037037037,0.0370412716803491,0.00137189895112404
"233",129,"i",22,402,0.054726368159204,0.00913248356327247,0.000499787657691528
"234",143,"to",22,838,0.0262529832935561,0.0370412716803491,0.000972443886596276
"235",144,"to",22,1102,0.0199637023593466,0.0370412716803491,0.000739480922838185
"236",147,"i",22,542,0.040590405904059,0.00913248356327247,0.000370691214745377
"237",159,"you",22,779,0.0282413350449294,0.0276515313305099,0.000780916160810294
"238",171,"this",22,1073,0.0205032618825722,0.157185583522412,0.00322281718312495
"239",172,"one",22,1676,0.013126491646778,0.0953101798043249,0.00125108827905438
"240",172,"value",22,1676,0.013126491646778,0.382992252256106,0.00502734460002048
"241",175,"ok",22,435,0.0505747126436782,0.125769387289033,0.00636075062151433
"242",180,"1",22,725,0.0303448275862069,0.16788087263916,0.00509431613525728
"243",3,"2",21,1179,0.0178117048346056,0.16788087263916,0.00299024455082474
"244",8,"okay",21,869,0.0241657077100115,0.622942921886697,0.0150538565703344
"245",14,"one",21,586,0.0358361774744027,0.0953101798043249,0.00341555251858502
"246",33,"the",21,560,0.0375,0.0560894666510436,0.00210335499941413
"247",34,"one",21,801,0.0262172284644195,0.0953101798043249,0.00249876875891489
"248",38,"the",21,744,0.0282258064516129,0.0560894666510436,0.00158317042966655
"249",54,"i",21,820,0.025609756097561,0.00913248356327247,0.000233880676620393
"250",61,"you",21,862,0.0243619489559165,0.0276515313305099,0.000673645194826809
"251",66,"we",21,1280,0.01640625,0.125769387289033,0.0020634040102107
"252",69,"i",21,459,0.0457516339869281,0.00913248356327247,0.000417826045378479
"253",73,"is",21,675,0.0311111111111111,0.0370412716803491,0.00115239511894419
"254",91,"the",21,516,0.0406976744186047,0.0560894666510436,0.00228271085207736
"255",100,"and",21,1071,0.0196078431372549,0.0657513775627804,0.00128924269730942
"256",111,"it",21,883,0.0237825594563986,0.0755075525081451,0.0017957628569321
"257",122,"ok",21,594,0.0353535353535354,0.125769387289033,0.00444639247991532
"258",141,"i",21,351,0.0598290598290598,0.00913248356327247,0.000546387905494934
"259",144,"ok",21,1102,0.0190562613430127,0.125769387289033,0.0023966943131304
"260",161,"is",21,1134,0.0185185185185185,0.0370412716803491,0.00068594947556202
"261",171,"so",21,1073,0.0195712954333644,0.0953101798043249,0.00186534368675752
"262",172,"for",21,1676,0.0125298329355609,0.0560894666510436,0.000702791646582288
"263",184,"for",21,985,0.0213197969543147,0.0560894666510436,0.00119581604027606
"264",186,"for",21,768,0.02734375,0.0560894666510436,0.00153369635373947
"265",186,"the",21,768,0.02734375,0.0560894666510436,0.00153369635373947
"266",10,"for",20,1407,0.0142146410803127,0.0560894666510436,0.000797291636830754
"267",20,"next",20,1260,0.0158730158730159,0.189620859275566,0.00300985490913597
"268",21,"i",20,714,0.0280112044817927,0.00913248356327247,0.000255811864517436
"269",32,"next",20,1095,0.0182648401826484,0.189620859275566,0.00346339468996468
"270",47,"is",20,959,0.0208550573514077,0.0370412716803491,0.000772497845262754
"271",47,"you",20,959,0.0208550573514077,0.0276515313305099,0.000576674271752032
"272",50,"i",20,571,0.0350262697022767,0.00913248356327247,0.000319876832338791
"273",61,"to",20,862,0.0232018561484919,0.0370412716803491,0.000859426257084665
"274",69,"ok",20,459,0.0435729847494553,0.125769387289033,0.00548014759429339
"275",80,"right",20,2314,0.00864304235090752,0.269663566949103,0.00233071362963788
"276",80,"this",20,2314,0.00864304235090752,0.157185583522412,0.00135856165533632
"277",111,"ok",20,883,0.0226500566251416,0.125769387289033,0.00284868374380597
"278",131,"i",20,654,0.0305810397553517,0.00913248356327247,0.000279280842913531
"279",136,"and",20,801,0.0249687890137328,0.0657513775627804,0.00164173227372735
"280",142,"is",20,665,0.0300751879699248,0.0370412716803491,0.00111402320843155
"281",144,"a",20,1102,0.0181488203266788,0.0183491386681966,0.000333015220838414
"282",144,"and",20,1102,0.0181488203266788,0.0657513775627804,0.00119330993761852
"283",164,"it",20,997,0.0200601805416249,0.0755075525081451,0.00151469513556961
"284",166,"of",20,699,0.0286123032904149,0.0755075525081451,0.00216044499307997
"285",171,"think",20,1073,0.0186393289841566,0.189620859275566,0.00353440557829573
"286",175,"i",20,435,0.0459770114942529,0.00913248356327247,0.000419884301759654
"287",180,"the",20,725,0.0275862068965517,0.0560894666510436,0.00154729563175293
"288",184,"is",20,985,0.0203045685279188,0.0370412716803491,0.000752107039194905
"289",10,"a",19,1407,0.0135039090262971,0.0183491386681966,0.000247785099286237
"290",10,"so",19,1407,0.0135039090262971,0.0953101798043249,0.00128705999735762
"291",16,"the",19,964,0.0197095435684647,0.0560894666510436,0.00110549778669069
"292",27,"ok",19,627,0.0303030303030303,0.125769387289033,0.00381119355421313
"293",27,"the",19,627,0.0303030303030303,0.0560894666510436,0.00169968080760738
"294",34,"of",19,801,0.0237203495630462,0.0755075525081451,0.00179106554014327
"295",47,"and",19,959,0.0198123044838373,0.0657513775627804,0.00130268631250556
"296",47,"it",19,959,0.0198123044838373,0.0755075525081451,0.00149597862112071
"297",56,"to",19,1303,0.0145817344589409,0.0370412716803491,0.000540125987664338
"298",66,"question",19,1280,0.01484375,0.189620859275566,0.00281468462987168
"299",72,"is",19,696,0.0272988505747126,0.0370412716803491,0.00101118414069918
"300",80,"just",19,2314,0.00821089023336214,0.189620859275566,0.00155695606146748
"301",80,"with",19,2314,0.00821089023336214,0.178691788743376,0.001467218662975
"302",80,"x",19,2314,0.00821089023336214,0.16788087263916,0.0013784514175212
"303",80,"you",19,2314,0.00821089023336214,0.0276515313305099,0.000227043688539191
"304",83,"to",19,563,0.0337477797513321,0.0370412716803491,0.00125006067837768
"305",84,"yeah",19,455,0.0417582417582418,0.49578774640145,0.0207032245750056
"306",90,"the",19,536,0.0354477611940298,0.0560894666510436,0.00198824601934669
"307",91,"i",19,516,0.0368217054263566,0.00913248356327247,0.000336273619577862
"308",98,"the",19,656,0.0289634146341463,0.0560894666510436,0.0016245424792223
"309",115,"the",19,547,0.0347349177330896,0.0560894666510436,0.00194826300981687
"310",122,"i",19,594,0.031986531986532,0.00913248356327247,0.000292116477613093
"311",131,"the",19,654,0.0290519877675841,0.0560894666510436,0.00162951049903643
"312",133,"a",19,1203,0.0157938487115544,0.0183491386681966,0.000289803520112831
"313",142,"this",19,665,0.0285714285714286,0.157185583522412,0.00449101667206892
"314",144,"do",19,1102,0.0172413793103448,0.157185583522412,0.0027100962676278
"315",159,"is",19,779,0.024390243902439,0.0370412716803491,0.000903445650740221
"316",164,"to",19,997,0.0190571715145436,0.0370412716803491,0.00070590186752922
"317",166,"is",19,699,0.0271816881258941,0.0370412716803491,0.00100684429460176
"318",169,"the",19,305,0.0622950819672131,0.0560894666510436,0.00349409792252403
"319",171,"okay",19,1073,0.0177073625349487,0.622942921886697,0.011030676156428
"320",172,"and",19,1676,0.0113365155131265,0.0657513775627804,0.000745391511749897
"321",172,"with",19,1676,0.0113365155131265,0.178691788743376,0.0020257422351576
"322",175,"is",19,435,0.0436781609195402,0.0370412716803491,0.0016178946251187
"323",177,"ok",19,499,0.0380761523046092,0.125769387289033,0.00478881434567462
"324",177,"the",19,499,0.0380761523046092,0.0560894666510436,0.00213567107488943
"325",180,"next",19,725,0.0262068965517241,0.189620859275566,0.0049693742430838
"326",182,"okay",19,930,0.0204301075268817,0.622942921886697,0.0127267908772551
"327",182,"to",19,930,0.0204301075268817,0.0370412716803491,0.00075675716336197
"328",184,"so",19,985,0.0192893401015228,0.0953101798043249,0.00183847047338292
"329",184,"x",19,985,0.0192893401015228,0.16788087263916,0.00323831124887721
"330",186,"me",19,768,0.0247395833333333,0.16788087263916,0.00415330283872923
"331",187,"a",19,1191,0.0159529806884971,0.0183491386681966,0.000292723454824295
"332",187,"to",19,1191,0.0159529806884971,0.0370412716803491,0.000590918691793982
"333",187,"we",19,1191,0.0159529806884971,0.125769387289033,0.00200639660662606
"334",10,"and",18,1407,0.0127931769722814,0.0657513775627804,0.000841169009331946
"335",10,"value",18,1407,0.0127931769722814,0.382992252256106,0.00489968766212502
"336",32,"and",18,1095,0.0164383561643836,0.0657513775627804,0.00108084456267584
"337",32,"one",18,1095,0.0164383561643836,0.0953101798043249,0.00156674268171493
"338",35,"the",18,401,0.0448877805486284,0.0560894666510436,0.00251773167012166
"339",43,"is",18,891,0.0202020202020202,0.0370412716803491,0.000748308518794931
"340",49,"i",18,449,0.0400890868596882,0.00913248356327247,0.000366112926812705
"341",50,"ok",18,571,0.031523642732049,0.125769387289033,0.0039647092315282
"342",50,"you",18,571,0.031523642732049,0.0276515313305099,0.000871676994657056
"343",52,"of",18,805,0.022360248447205,0.0755075525081451,0.0016883676337225
"344",53,"ok",18,615,0.0292682926829268,0.125769387289033,0.00368105523772781
"345",56,"of",18,1303,0.0138142747505756,0.0755075525081451,0.00104308207609103
"346",56,"yes",18,1303,0.0138142747505756,0.234572247137833,0.00324044547082194
"347",58,"i",18,485,0.0371134020618557,0.00913248356327247,0.00033893753430702
"348",62,"the",18,614,0.0293159609120521,0.0560894666510436,0.00164431661191984
"349",66,"on",18,1280,0.0140625,0.115512887121844,0.00162439997515093
"350",68,"to",18,848,0.0212264150943396,0.0370412716803491,0.000786253408309296
"351",68,"you",18,848,0.0212264150943396,0.0276515313305099,0.000586942882015541
"352",80,"because",18,2314,0.00777873811581677,0.916290731874155,0.00712758564119913
"353",80,"oh",18,2314,0.00777873811581677,0.382992252256106,0.00297919643068708
"354",100,"for",18,1071,0.0168067226890756,0.0560894666510436,0.000942680111782245
"355",100,"to",18,1071,0.0168067226890756,0.0370412716803491,0.000622542381182337
"356",106,"the",18,740,0.0243243243243243,0.0560894666510436,0.00136433837799836
